train_loss,train_accuracy,valid_loss,valid_accuracy
1.966369870185852,0.295,1.9207772413253785,0.3184
1.791267226715088,0.36694,1.7638106327056884,0.3772
1.7107801929473876,0.3927,2.163708987426758,0.2611
1.6559118816757201,0.41004,1.9412444814682006,0.3262
1.6154694052505494,0.42394,2.0280594207763674,0.3194
1.5862568502807617,0.43678,1.9624261045455933,0.3424
1.5618476519012452,0.44484,1.9539397830963134,0.337
1.5410576021575928,0.45042,2.212621812057495,0.334
1.5190321095275878,0.45692,1.957355853652954,0.3595
1.5010788706588745,0.46604,2.2098617420196534,0.3241
1.4890374681854248,0.469,1.8910406137466431,0.3592
1.4716177430343629,0.47446,1.9573589773178102,0.3721
1.4547065646362305,0.48312,2.0046044498443605,0.3559
1.4397061111450196,0.48588,1.8628070415496827,0.3545
1.4211319346237183,0.49608,2.0961802352905274,0.342
1.4099376339721679,0.49876,2.1849457664489744,0.329
1.3902699065399169,0.50226,1.8760817991256713,0.3724
1.3807416361999512,0.50744,2.3108589752197264,0.2889
1.3625101223373413,0.51366,2.4586784225463867,0.2772
1.3515869157409668,0.5212,2.109736024475098,0.3286
1.3433480040359498,0.52108,1.9319944831848144,0.3595
1.3313466763305664,0.52812,2.1308439640045167,0.3413
1.3210245376968384,0.52882,1.8408135604858398,0.3906
1.30917931640625,0.53374,2.1168918422698972,0.3239
1.2992409253692627,0.53856,2.1260724102020263,0.3199
1.2884912758636475,0.54114,1.8521874073028564,0.3692
1.2827763086700439,0.5455,1.9773758949279785,0.3657
1.2707473699188232,0.54702,1.790357007598877,0.3801
1.261247409286499,0.5531,1.8355723140716553,0.3748
1.2524395166015625,0.55206,1.7219951587677003,0.3962
1.2446275620651246,0.5575,1.8351082887649537,0.3875
1.2381360363769531,0.56014,1.8985222482681274,0.3682
1.2266679950714112,0.56358,1.6497878732681275,0.4131
1.2191454721069337,0.5644,1.4926642337799072,0.4574
1.2112038941383363,0.57052,1.8305547191619873,0.3832
1.2083400925064087,0.57062,1.66524967212677,0.4108
1.1984693040466308,0.57586,1.7708321773529052,0.3983
1.1874349732208251,0.57952,1.6157630159378051,0.4221
1.181910366744995,0.57942,1.8868559619903564,0.3743
1.173964041404724,0.5847,1.6628965768814088,0.4113
1.1705785482788087,0.58242,1.7446843627929687,0.3951
1.16040263961792,0.58812,1.6955262893676757,0.4034
1.1502952430343627,0.59246,1.6709904565811158,0.4094
1.145494771270752,0.59436,1.8359023843765259,0.3844
1.1373254990196229,0.59618,1.673219112586975,0.4121
1.1317040269088745,0.5972,1.7318516189575195,0.3909
1.123837127494812,0.6016,1.7086591285705566,0.3965
1.118243302307129,0.60394,1.578605097770691,0.4256
1.109430701980591,0.60772,1.6041145311355591,0.425
1.1042561219787597,0.60952,1.7473279872894287,0.3942
1.0979545531082153,0.61086,1.72253000831604,0.4026
1.0907648315811158,0.61384,1.6281935050964356,0.4182
1.0836504398345947,0.61432,1.5416890451431275,0.4468
1.0776749248504638,0.61864,1.638653729248047,0.4221
1.07367022190094,0.6223,1.652335920524597,0.411
1.0682793487930298,0.6226,1.535225993347168,0.4523
1.0617066608428956,0.62434,1.5737767631530761,0.435
1.0544740718078613,0.6256,1.5703434034347534,0.4326
1.0447209051132202,0.62972,1.576560516357422,0.4401
1.0350796671295166,0.63252,1.5808835428237915,0.4326
1.0303782715606689,0.63698,1.6231114196777343,0.4217
1.028333733997345,0.63548,1.801365671157837,0.3713
1.020455707092285,0.63968,1.5896962001800536,0.436
1.0101050297164917,0.6438,1.5367708326339722,0.4556
1.0025890646743774,0.64674,1.5735562623977661,0.447
1.0015168592834474,0.64512,1.6380598459243774,0.4217
0.9923849774932861,0.64984,1.6468810361862183,0.4178
0.9903153108215332,0.64946,1.6169013801574708,0.4288
0.9865841536140442,0.64958,1.6145900733947753,0.4315
0.972242210445404,0.65682,1.6465165372848511,0.4197
0.9697837071990967,0.658,1.845104359817505,0.3614
0.9617735936927796,0.66058,1.705589299583435,0.3926
0.9571586609649658,0.6628,1.6558604984283447,0.4095
0.9512267610168457,0.66526,1.72398583278656,0.3915
0.946388486251831,0.66762,1.8333316116333007,0.3547
0.9328153802871704,0.67106,1.781917942428589,0.3677
0.9329952560043335,0.6728,1.775919807434082,0.3637
0.9266286412620545,0.67596,1.8408255390167236,0.349
0.9147111186218262,0.6764,1.8778814390182494,0.3472
0.9125126558303833,0.68042,1.8319435001373292,0.3534
0.9106158675003052,0.68022,1.9219098031997681,0.3384
0.8995388676071167,0.6822,1.8241872678756714,0.3518
0.8903135945892334,0.68596,1.7547416431427,0.373
0.8826735590362549,0.68978,1.8577922466278076,0.3492
0.880737146949768,0.68932,1.891353998374939,0.3475
0.8718165395355224,0.693,1.9016066465377808,0.3365
0.8638440545654297,0.69716,1.8806707544326782,0.34
0.8607465860748291,0.69868,1.9541603586196898,0.3158
0.8489426817131043,0.70108,1.87750186920166,0.3397
0.8457390007400513,0.70446,1.9724179924011231,0.3154
0.8373879715728759,0.70692,1.9089536674499512,0.3347
0.8385187610054016,0.70556,1.9115651931762696,0.3249
0.8315774302291871,0.70712,1.9210342395782471,0.3285
0.8235274510002136,0.71276,1.9085136585235596,0.3245
0.8158678485107422,0.7139,1.9367075569152832,0.3264
0.8093343256378174,0.7158,1.9063372205734253,0.3312
0.8020036839294433,0.71862,2.0218526485443116,0.3084
0.8006444711303711,0.71932,1.9272278945922852,0.3225
0.7938071179294586,0.72132,2.0218251190185548,0.296
0.790250675125122,0.72312,2.0031389949798584,0.3073
