train_loss,train_accuracy,valid_loss,valid_accuracy
1.9269857968521118,0.31002,1.919457703781128,0.3091
1.6992500457763673,0.403,1.9593687606811523,0.3223
1.5754499734115601,0.44242,1.5228632808685303,0.4471
1.4734936309814453,0.47552,1.5109091312408447,0.4472
1.3868357213973999,0.5074,1.4894304134368896,0.4741
1.3176980133056642,0.5328,1.3162694150924683,0.5267
1.2607379543304444,0.55312,1.2719279165267945,0.5466
1.2111440211486817,0.57302,1.2137584192276,0.5721
1.170348078765869,0.58778,1.5489191345214843,0.4688
1.1325531402587892,0.60246,1.1902938650131225,0.5814
1.096289987564087,0.61402,1.1794675897598266,0.5773
1.065016584892273,0.62794,1.1492190477371216,0.5847
1.0335395529174805,0.63898,1.1861079940795898,0.5778
1.0032341136169434,0.65168,1.5642715185165406,0.488
0.9754981890487671,0.6613,1.1611677772521973,0.5894
0.9466739999389648,0.67054,1.115042151069641,0.6037
0.9175728494262695,0.68224,1.0964917823791505,0.6084
0.8929977807617188,0.68988,1.1649868787765503,0.5973
0.862372820110321,0.70114,1.2297791143417358,0.5786
0.8359087454986572,0.71178,1.1334082218170165,0.6055
0.8076975319671631,0.7226,1.0494631404876709,0.6302
0.7800225209999084,0.7338,1.071626803970337,0.625
0.7556751404571533,0.7419,1.0476343618392945,0.6345
0.7324760593795776,0.7508,1.0413469326019287,0.631
0.7056967030715943,0.76018,1.050439119529724,0.6408
0.6820608155441285,0.77122,1.1455406887054442,0.6081
0.6522847634506226,0.78046,1.046106842803955,0.6402
0.6278093692302704,0.7903,1.1064502702713013,0.6246
0.6049444054412841,0.79886,1.0762192880630492,0.6387
0.5778038347625732,0.80912,1.204880461883545,0.607
0.554278394203186,0.81744,1.0879787742614746,0.6423
0.5305366103363037,0.82686,1.0670630157470704,0.6509
0.5087076663589477,0.83664,1.1783964599609376,0.6224
0.48231283962249755,0.8466,1.0774504419326782,0.652
0.4613338850498199,0.8544,1.097154133605957,0.6522
0.4372951282310486,0.86264,1.5019838447570801,0.5584
0.4188522539329529,0.8715,1.174185313606262,0.6312
0.3986658232021332,0.87614,1.1718508722305299,0.634
0.3718259611988068,0.88844,1.1774476497650146,0.6384
0.35787182631492614,0.89296,1.124117440032959,0.6523
0.33724644989013675,0.90144,1.155541653060913,0.6517
0.32024036043167114,0.90676,1.1981066663742066,0.639
0.3017409602832794,0.91284,1.2289062850952148,0.641
0.2833183570575714,0.91882,1.5807262460708618,0.5758
0.26934376441955565,0.92568,1.259045945739746,0.6343
0.2526984999370575,0.93056,1.2602640668869018,0.6454
0.24030241388320922,0.93528,1.2030381664276124,0.6517
0.2242899338912964,0.93942,1.2150034515380859,0.6576
0.20884724680423736,0.94712,1.2565901769638061,0.6449
0.19752694934844972,0.9498,1.3290034782409668,0.643
0.18619366057395936,0.95284,1.4708752101898193,0.6206
0.1732776590156555,0.9575,1.2962217245101928,0.6516
0.16203013261079788,0.96094,1.2711242788314818,0.6589
0.1497192907333374,0.96452,1.2701517343521118,0.6616
0.14352726314783096,0.96714,1.3232911029815675,0.6509
0.13369036841511725,0.96968,1.305535577392578,0.6542
0.1248984218597412,0.973,1.4194332611083984,0.6405
0.11663901807308197,0.97468,1.4754805849075316,0.6335
0.10909690797328948,0.97716,1.5688275812149048,0.6258
0.10383714883327484,0.978,1.5847816205978393,0.6282
0.09695467555761338,0.98058,1.3638388843536378,0.658
0.0905140689599514,0.98238,1.4308547790527344,0.6497
0.08466242312192918,0.98494,1.396881727027893,0.6602
0.07728512394666671,0.98638,1.4461707473754883,0.6559
0.0719402800166607,0.98778,1.472597785949707,0.6523
0.06843165394544601,0.9885,1.4622145515441896,0.6643
0.06231264644265175,0.99022,1.450767860031128,0.6586
0.05823532708644867,0.99116,1.486892852783203,0.6553
0.05496961830854416,0.99182,1.4894312173843385,0.6603
0.05128578471779823,0.99252,1.6645968564987184,0.636
0.04806257092952728,0.99316,1.5378581604003907,0.6561
0.044551612422466275,0.9948,1.5265524097442627,0.6588
0.04183472363829613,0.99488,1.7612938888549805,0.6325
0.03890930175244808,0.99584,1.5239856887817382,0.6626
0.03610190140247345,0.99604,1.6654105033874511,0.6492
0.035674605028629305,0.99594,1.5529766246795653,0.6625
0.031526121569871904,0.99706,1.5771846603393556,0.6625
0.02974947930812836,0.99746,1.7088568964004516,0.6482
0.02717647410571575,0.99776,1.5871395732879638,0.664
0.027144526672363282,0.99738,1.6132768600463867,0.6591
0.024670052567124366,0.99812,1.5977886606216432,0.6621
0.02333564339697361,0.99832,1.6292231676101685,0.6598
0.02283250281214714,0.99842,1.6333782169342042,0.6613
0.020881095250546933,0.9987,1.6379130556106567,0.6641
0.019585719464123248,0.99888,1.6468544145584108,0.6648
0.019279348011016845,0.99856,1.712149900817871,0.6537
0.018207952546477318,0.99894,1.6759283750534057,0.6618
0.017320287640690803,0.99918,1.6806916191101073,0.6626
0.016305113728046418,0.99932,1.6693587596893311,0.6651
0.015615580762326718,0.99914,1.6864318479537963,0.6601
0.014924967135787011,0.9993,1.7127136337280273,0.6617
0.014168594356775284,0.99946,1.687480633354187,0.6671
0.01332617012962699,0.99952,1.7014017353057862,0.6653
0.012949652554690837,0.99954,1.7088083793640136,0.6653
0.01205433555752039,0.99966,1.7324325145721435,0.6637
0.011932613938450813,0.99962,1.7267963985443116,0.6658
0.011516389890313148,0.99958,1.7374795124053954,0.664
0.011182547742426396,0.99962,1.7521223068237304,0.6633
0.010433229885399341,0.99982,1.755964849472046,0.6655
0.010423674894273281,0.99968,1.733061475753784,0.6655
