train_loss,train_accuracy,valid_loss,valid_accuracy
1.663182253036499,0.40182,1.368165690612793,0.5064
1.3007432870483397,0.53724,1.225140424156189,0.5598
1.1590388130950928,0.59156,1.1719304132461548,0.59
1.054138864402771,0.62446,1.1628808809280395,0.588
0.9655235726165772,0.66004,1.1212947313308717,0.6112
0.8904087076950074,0.68756,1.1305257509231568,0.618
0.8169723483657837,0.71246,1.1443532001495362,0.6128
0.7469574099731445,0.74188,1.1245175003051757,0.6346
0.6803654529380798,0.76434,1.2062302295684815,0.6204
0.6101925992202759,0.78936,1.1715822340011597,0.6279
0.5511000886535644,0.81124,1.2347964164733887,0.6269
0.494394507894516,0.8333,1.2901421432495117,0.6314
0.43827275159835816,0.85358,1.319296672821045,0.6278
0.38364271419048307,0.87282,1.3913332178115845,0.6295
0.3491570509314537,0.886,1.3590101802825927,0.6352
0.2994827951645851,0.90334,1.5025335191726685,0.6312
0.26586562161922456,0.91496,1.5391462163925171,0.636
0.2374100436973572,0.92476,1.5728487279891967,0.6332
0.22111549622535706,0.92918,1.6849479177474975,0.6314
0.19846628600597382,0.9385,1.7742030939102174,0.6302
0.18748213319540025,0.94106,1.824169365310669,0.6292
0.14501464901447297,0.95372,1.852916201210022,0.6408
0.13826399746775628,0.95652,1.9098138454437257,0.6319
0.12271373968958854,0.96238,2.000280628967285,0.633
0.10740401198983192,0.96618,2.008235578918457,0.6353
0.10262064739912748,0.96776,2.033822455215454,0.6403
0.09821561753630638,0.96908,2.1526905210494993,0.6406
0.08108437350064517,0.97514,2.169348208618164,0.6418
0.0693318021067977,0.9786,2.257055362701416,0.635
0.0635657005161047,0.98056,2.262170832824707,0.6345
0.0604415506953001,0.98118,2.303813423538208,0.6434
0.05223854066491127,0.98436,2.3548573505401613,0.6418
0.05842499216418713,0.98154,2.415615168380737,0.6372
0.05316795347571373,0.98334,2.3775360038757323,0.6428
0.048336907868087295,0.9851,2.5168148693084715,0.6325
0.045676640991717574,0.98556,2.5416054473876954,0.6399
0.04076222492575646,0.98738,2.581420357131958,0.6386
0.04128760104522109,0.98772,2.691107311630249,0.6407
0.03612436655111611,0.98876,2.669128837966919,0.6399
0.03644607484519482,0.98864,2.6490790920257568,0.6467
0.03816926310583018,0.98802,2.6715054222106933,0.6422
0.02961194455381483,0.99068,2.733513674545288,0.6341
0.0239417968223989,0.99302,2.8655201457977295,0.6474
0.028312900002300738,0.99142,2.770910641860962,0.6461
0.026650369868427514,0.99166,2.761549819564819,0.6457
0.02785459988310933,0.99118,2.92047935256958,0.6415
0.0235315759704262,0.99276,2.91281064453125,0.6374
0.023705750642716884,0.99248,2.9070754722595216,0.6486
0.015603794208727777,0.99558,2.942438682937622,0.6485
0.013837783643789589,0.9958,2.958918064880371,0.6438
0.01353790985070169,0.99612,3.029089906311035,0.645
0.008879347725193948,0.9976,3.0211445819854736,0.6455
0.00813021391928196,0.99798,3.0287033584594725,0.6477
0.01570619648030959,0.99528,3.090382752227783,0.6385
0.01323615195211023,0.99606,3.0114291282653807,0.645
0.009560520551651717,0.99724,3.0661916248321535,0.6462
0.011459150868728757,0.9964,3.1829436016082764,0.6451
0.010765158584853635,0.99692,3.171144288635254,0.6453
0.006526193935982883,0.99822,3.1998291927337648,0.6457
0.009995039847968146,0.99738,3.1665608299255372,0.6455
0.010821239049062133,0.997,3.2399864284515383,0.6459
0.007969952641641721,0.99794,3.1339559593200685,0.6453
0.005930328083345667,0.99842,3.2083753772735597,0.6483
0.003637685465933755,0.99928,3.2590557971954346,0.6505
0.0019027338570123539,0.99974,3.2961880790710447,0.6492
0.003976556172911078,0.99934,3.278547839355469,0.6484
0.00223143201814848,0.99956,3.252620895767212,0.652
0.0016782687775183877,0.9997,3.300679271697998,0.6473
0.0007858895653346553,0.99996,3.248668225860596,0.6547
0.000497239360155072,0.99998,3.300528089141846,0.6525
0.0005107959201978519,0.9999,3.286499729537964,0.653
0.0013056425773573573,0.99978,3.248404055404663,0.6549
0.0005761813456797972,0.99994,3.3098771881103515,0.6564
0.0003580813817982562,0.99998,3.3006005477905274,0.6617
0.00025693718967842867,1.0,3.3487253353118898,0.6565
0.00021610346604837105,1.0,3.3527994621276855,0.6574
0.00020924684847006575,1.0,3.378317792510986,0.6587
0.00019153551845578476,1.0,3.358926895523071,0.6602
0.00017372171119568521,1.0,3.4128768299102785,0.659
0.00016790031165699474,1.0,3.422265236663818,0.6582
0.00040380937942885794,0.99996,3.370657225418091,0.6556
0.0003957989359786734,0.99996,3.407250815200806,0.6612
0.0002482828296138905,0.99998,3.360747327041626,0.6597
0.00020068871329771354,1.0,3.439715295791626,0.6571
0.00016001829965971411,1.0,3.439547007369995,0.6574
0.00015030693171429448,1.0,3.432985836791992,0.6604
0.0001993686771870125,0.99998,3.4869724826812742,0.656
0.00013471113878535106,1.0,3.482556823348999,0.6597
0.00012918626117985695,1.0,3.529523551940918,0.6546
0.0001193323813995812,1.0,3.4578800689697267,0.6621
0.00012149153308128007,1.0,3.4787776123046874,0.6592
0.00011446320301736706,1.0,3.4564087257385254,0.66
0.00011343046331196092,1.0,3.4743749729156495,0.6624
0.00010822154902038164,1.0,3.4658284748077395,0.6594
0.00010584639258682728,1.0,3.5089639617919923,0.6601
0.00010038429919397459,1.0,3.508767017364502,0.6537
0.0001021049388567917,1.0,3.499992333602905,0.6586
9.896192020503804e-05,1.0,3.5127681449890136,0.6594
9.69953017536318e-05,1.0,3.4910526611328123,0.6597
9.65143730858108e-05,1.0,3.504968193435669,0.6614
